ID,Y_INDEX,X_INDEX,NormPop,COUNT,Longitude,Latitude,Code,N_Abund_0,DistBreed,RoostShoreline,HumanDisturb,ForageShoreline,ForageCrops,ForageWoodyWetlands,ForageHerbWetlands,GammaMoveProb
20807,155,100,0,1296,794071.224786,3412861.83487,100_155,0,1375.0249707508,0.00714575445599937,0,219019194,0,0,108890757.695464,3.56067724273188e-05
21009,156,100,0,1296,794071.224786,3445048.71487,100_156,0,1402.25583150714,0.00781206220229756,0,237521484,0,0,114664622.250129,3.80016930675896e-05
21211,157,100,0,1296,794071.224786,3477235.59487,100_157,0,1429.69267916799,0.00247848567249021,0,75100662,0,0,6055451.0375752,4.05632698823732e-05
21405,158,100,0,1260,794071.224786,3509422.47487,100_158,0,1457.32387951358,0.0035609039488384,0,107765856,0,0,0,4.33031843915988e-05
21598,159,100,0,1296,794071.224786,3541609.35487,100_159,0,1485.1385847111,0.00393530264588619,0,115619346,0,0,0,4.62340429769269e-05
21792,160,100,0,1296,794071.224786,3573796.23487,100_160,0,1513.12667508643,0.00773697547177509,0,227192148,0,0,0,4.9369352607436e-05
21981,161,100,0,1296,794071.224786,3605983.11487,100_161,0,1541.27870516066,0.00689784769688952,0,193488696,0,0,0,5.27234981297521e-05
22164,162,100,0,1260,794071.224786,3638169.99487,100_162,0,1569.58585371065,0.00799545321820381,0,204110874,0,0,0,5.63121533570278e-05
22348,163,100,0,1296,794071.224786,3670356.87487,100_163,0,1598.03987760589,0.00308581082504736,0,85776084,0,0,0,6.01518534765519e-05
22532,164,100,0,985,794071.224786,3702543.75487,100_164,0,1626.63306917447,0.00477183792219199,0,129595896,0,0,267357562.754488,6.42604026449528e-05
22717,165,100,0,0,794071.224786,3734730.63487,100_165,0,1655.35821685472,0,0,0,0,0,0,6.86569645802598e-05
22897,166,100,0,0,794071.224786,3766917.51487,100_166,0,1684.20856889762,0.00164770300582708,0,38309058,0,0,0,7.33617312531487e-05
703,18,100,0,0,794071.224786,-996740.725135,100_18,0,1457.32387951358,0.00435732823384784,0.00685698675044393,8492418,0,0,267406,0.000190819490848702
778,19,100,0,806,794071.224786,-964553.845135,100_19,0,1425.33827510778,0.018209749367711,0.160603603107074,554136930,2536908421.99038,1471337618.13463,244115799.991651,0.000178319425907519
853,20,100,0,1296,794071.224786,-932366.965135,100_20,0,1393.36194157769,0.00804114201935329,0.0406088963276353,246466476,10891994012.6179,2586080975.20316,118426348.327379,0.000166649355266287
933,21,100,0,1296,794071.224786,-900180.085135,100_21,0,1361.3955321839,0.00908167865136725,0.023499625215729,278359632,18080043104.806,2262070817.1873,82516292.7071801,0.00015575380399861
1020,22,100,0,1260,794071.224786,-867993.205135,100_22,0,1329.43976280487,0.00201853683873159,0.0155538512449526,61869528,7480660406.65455,432061416.025393,20020271.7742273,0.000145580952507563
1109,23,100,0,1296,794071.224786,-835806.325135,100_23,0,1297.49541959355,0.00134366458240868,0.013100512538119,41184234,1750441187.07222,856015441.178416,34148992.7223599,0.0001360823837246
1200,24,100,0,1296,794071.224786,-803619.445135,100_24,0,1265.56336778095,0.00717753265360059,0.0118585775688195,219791232,759261818.920712,1052851092.42181,51621839.5979893,0.000127213019729384
1292,25,100,0,1296,794071.224786,-771432.565135,100_25,0,1233.64456183096,0.0160041135070862,0.0217303655167202,490536972,6781996704.70748,2600051835.98916,138797562.589182,0.000118930975122967
1386,26,100,0,1296,794071.224786,-739245.685135,100_26,0,1201.74005719388,0.00799771394623083,0.0300878376206975,245135376,4958370964.49577,1349877468.82473,65675301.1415993,0.000111197016479164
1483,27,100,0,1260,794071.224786,-707058.805135,100_27,0,1169.85102395853,0.00414216961441951,0.0173298857233684,126960318,1117171390.25467,678144056.290382,4768543.43172704,0.000103974556815559
1582,28,100,0,1296,794071.224786,-674871.925135,100_28,0,1137.97876276866,0.00897658271441091,0.0436990642987365,275138370,1352657772.42517,203065829.540626,896910.524679297,9.72293027899056e-05
1684,29,100,0,1296,794071.224786,-642685.045135,100_29,0,1106.12472345184,0.00578375077844821,0.224903046826754,177275898,227244084.680688,140619914.963447,603646.780840563,9.09293420032255e-05
1791,30,100,0,1296,794071.224786,-610498.165135,100_30,0,1074.29052691232,0.00896702853832397,0.0457327141069147,274845528,2671552721.14586,123627586.977017,611802.513369886,8.5045146759995e-05
1900,31,100,0,1260,794071.224786,-578311.285135,100_31,0,1042.47799097098,0.00987814951243302,0.0455968710941877,302772006,4422600345.83345,89128991.649889,2837699.92201723,7.95489278109305e-05
2011,32,100,0,1296,794071.224786,-546124.405135,100_32,0,1010.68916100226,0.00503765648220448,0.0376019365446367,154407600,6430686535.93526,338056366.951159,1683754.89688344,7.44148422578203e-05
2125,33,100,0,1296,794071.224786,-513937.525135,100_33,0,978.926346432279,0.0202154998539456,0.130930505904773,619041366,25509732279.8564,845530736.094544,6509135.68990883,6.96189486506875e-05
2242,34,100,0,1296,794071.224786,-481750.645135,100_34,0,947.192164438801,0.00307644469999453,0.026609248963589,94295124,19290617450.3496,270616941.855934,823497.380973084,6.51388976167782e-05
2359,35,100,0,1260,794071.224786,-449563.765135,100_35,0,915.489592552799,0.00148089729347563,0.0322573304416027,45390510,3505558489.11872,8401630.68761044,617832.045830844,6.09540082108917e-05
2478,36,100,0,1296,794071.224786,-417376.885135,100_36,0,883.822032331136,0.00315548379307739,0.0241157827171903,96717726,7851824845.80573,49105892.7882441,3127747.2421705,5.70443438299812e-05
2599,37,100,0,1296,794071.224786,-385190.005135,100_37,0,852.193386889742,0.00400580546481501,0.129232391436331,122780664,4014863731.25418,26346554.0108754,2539194.44771104,5.33914651147357e-05
2722,38,100,0,1296,794071.224786,-353003.125135,100_38,0,820.608155910298,0.0196112492606371,0.216070471602817,601098138,1430613058.66509,33870280.9570203,3193875.77320703,4.99783293722357e-05
2846,39,100,0,1260,794071.224786,-320816.245135,100_39,0,789.071552837644,0.00149132003102502,0.0489078273890435,45709974,17528393998.9911,512505,687797.297174421,4.67893485044458e-05
2970,40,100,0,1296,794071.224786,-288629.365135,100_40,0,757.589650478371,0.000978868768180077,0.0486328408300321,30002994,31243254256.4171,216390.370946966,683031.824494717,4.38090920629773e-05
3094,41,100,0,1296,794071.224786,-256442.485135,100_41,0,726.16956324917,0.00810194132172472,0.0355364973869328,248330016,9501589639.4858,34172560.9100698,12016251.6936289,4.10240577102024e-05
3218,42,100,0,1296,794071.224786,-224255.605135,100_42,0,694.819677132319,0.00496643444228366,0.0190086413179899,152224596,4905723996.95149,10237941.8862879,4257534.19867107,3.84209147754382e-05
3342,43,100,0,1296,794071.224786,-192068.725135,100_43,0,663.549942305966,0.0061551515488726,0.0172236441279159,188483760,9176614032.08362,12280111.5388646,1441638.18419015,3.59878657983042e-05
3467,44,100,0,1260,794071.224786,-159881.845135,100_44,0,632.372248917882,0.00913379233911419,0.0131350812843245,279956952,9282851364.28568,65271881.114007,12720003.9295696,3.37137487690173e-05
3591,45,100,0,1296,794071.224786,-127694.965135,100_45,0,601.300914294906,0.000665318080235971,0.0180520077232485,20392452,8451256284.25308,8160619.80270465,4733133.17994767,3.15882328753732e-05
3715,46,100,0,1296,794071.224786,-95508.085135,100_46,0,570.353321131332,0.00562393546935759,0.025348445144698,172377450,38791568318.9376,0,1794579.61043432,2.9601024902869e-05
3839,47,100,0,1296,794071.224786,-63321.205135,100_47,0,539.550762563088,0.00751739945749651,0.0156056175081145,230413410,20632433637.0473,0,2783250.25762357,2.77431552869746e-05
3964,48,100,0,1260,794071.224786,-31134.325135,100_48,0,508.919574100368,0.00896442285393662,0.0153476547537672,274765662,13899620156.7234,660561.999997295,1435733.00639088,2.60065069325845e-05
4089,49,100,0,1296,794071.224786,1052.554865,100_49,0,478.492668163066,0.00805417044129002,0.187682582476425,246865806,57746228015.3664,4755564.05570252,3795909.25523395,2.43826963837451e-05
4214,50,100,0,1296,794071.224786,33239.434865,100_50,0,448.311640638898,0.0119592227764609,0.413589165216893,366558318,21646565154.2383,13302351.9854167,25911443.6288878,2.28644614486856e-05
4340,51,100,0,1296,794071.224786,65426.314865,100_51,0,418.4297,0.00282716756027165,0.0519865303488404,86654610,63902794183.8594,26791642.8987031,17455120.6362815,2.14446212478579e-05
4466,52,100,0,1260,794071.224786,97613.194865,100_52,0,388.915792447491,0.00205258655464523,0.0679271396975978,62854542,57034016270.7454,20910223.2715436,8718425.74482061,2.01164716162092e-05
4593,53,100,0,1296,794071.224786,129800.074865,100_53,0,359.86048192494,0.00859615279385823,0.0423168355873951,263477934,81981945570.5246,21738865.8018754,21432887.0236281,1.88745709657295e-05
4720,54,100,0,1296,794071.224786,161986.954865,100_54,0,331.384417784935,0.00546325159880451,0.0436332273398829,167452380,86879826670.0907,229565566.371134,79791753.2313934,1.7712610731024e-05
4847,55,100,0,1296,794071.224786,194173.834865,100_55,0,303.650607299393,0.00673395701836747,0.0579940225600154,206400366,66312943677.4948,432285584.522541,75286654.478133,1.66255251847767e-05
4975,56,100,0,1260,794071.224786,226360.714865,100_56,0,276.882183137774,0.0109056577225102,0.138508975279872,334265832,46335340588.814,1427946261.86842,28888411.5001553,1.56088287640737e-05
5104,57,100,0.00813202478206,1296,794071.224786,258547.594865,100_57,0,251.38772529344,0.0113911835800193,0.0432498443103579,349147530,53965298025.2336,1615266396.50526,32594681.1138747,1.46576716985126e-05
5233,58,100,0.00813202478206,1296,794071.224786,290734.474865,100_58,0,227.595752553733,0.0101170039146065,0.137345276632483,310093056,32982688070.2686,1504867291.34659,22595915.7510343,1.37673098159626e-05
5363,59,100,0.00813202478206,1296,794071.224786,322921.354865,100_59,0,206.096719517827,0.0097131228345677,0.0498976400316504,297713826,44927173412.6679,1092880269.26598,22450340.8063227,1.29344322153512e-05
5496,60,100,0.00813202478206,1260,794071.224786,355108.234865,100_60,0,187.680265544196,0.0124855710227051,0.302816484254284,382691250,16813193344.2244,735626647.079364,11442306.031096,1.21554649555704e-05
5631,61,100,0.00813202478206,1296,794071.224786,387295.114865,100_61,0,164.12163118206,0.00793083471362226,0.0637782944753411,243085482,37970546907.2426,1650634061.10155,24288677.7436337,1.14272496279753e-05
5768,62,100,0.00813202478206,1296,794071.224786,419481.994865,100_62,0,132.709988461193,0.00819035066976395,0.0379785021769067,250805862,14142553720.3347,930169732.18475,100895266.76385,1.07461745982001e-05
5905,63,100,0.00813202478206,1296,794071.224786,451668.874865,100_63,0,101.783914820074,0.00715347220473036,0.0327814204280445,219258792,13657942960.1228,1026812781.09256,140267607.958386,1.01091017231032e-05
6042,64,100,0.00813202478206,1296,794071.224786,483855.754865,100_64,0,71.972096384988,0.00437494408635586,0.0424877684832051,134095014,17033504614.6084,1497738329.36277,155810324.790654,9.51336094057628e-06
6178,65,100,0.00813202478206,1260,794071.224786,516042.634865,100_65,0,45.5191505107466,0.00651073672251806,0.0291119219614897,199558512,7533938529.48724,1103131108.11436,79683669.4026638,8.9563828668274e-06
6314,66,100,0.00813202478206,1267,794071.224786,548229.514865,100_66,0,32.1869,0.0111792545831817,0.0398247590393363,342651762,9231404321.13753,881810136.317597,56968788.6251922,8.43619339166867e-06
6450,67,100,0.00813202478206,1210,794071.224786,580416.394865,100_67,0,45.5191505107466,0.0104093483403828,0.0288182274389171,318904938,13735736093.3175,941505458.223807,84371973.3977085,7.950350094715e-06
6591,68,100,0,1229,794071.224786,612603.274865,100_68,0,32.1869,0.00641302355799255,0.0200966014058536,196563537,6375560107.46292,456139350.313154,31776522.9437537,7.49697532957607e-06
6732,69,100,0,1236,794071.224786,644790.154865,100_69,0,0,0.00351550251926252,0.00242120193272297,107752545,695386438.000438,246205596.502262,6846258.13191799,7.07341744558865e-06
6876,70,100,0,1236,794071.224786,676977.034865,100_70,0,0,0.00388073261422235,0.00644351006532451,118947096,122286144.533672,1845247017.99597,106947839.555308,6.67835575933991e-06
7021,71,100,0.00813202478206,1296,794071.224786,709163.914865,100_71,9584,0,0.00258049610493612,0.0107259523559295,79093962,212732215.756855,3577037297.6045,409508334.826391,6.30979460305091e-06
7168,72,100,0,1296,794071.224786,741350.794865,100_72,0,0,0.00753459732214229,0.0052944251741464,224836101,57245274,1885311018.6043,245916153.672512,5.96558856744624e-06
7315,73,100,0,1260,794071.224786,773537.674865,100_73,0,0,0.00349656252723491,0.00133784696983593,102002193,0,35920906,1301751.83664864,5.64465454819398e-06
7463,74,100,0,1296,794071.224786,805724.554865,100_74,0,0,0.00238434120409231,0.00177261518088495,73050768,0,3906427,0,5.34528270115368e-06
7611,75,100,0.00587724107681,1296,794071.224786,837911.434865,100_75,581,0,0.0248970011558562,0.00271307110288539,747758736,0,30317518,0,5.06617369319016e-06
7762,76,100,0.00587724107681,1296,794071.224786,870098.314865,100_76,925,0,0.0368176276854568,0.0110302464244924,1120786200,0,78026039,0,4.80620161387975e-06
7913,77,100,0.00587724107681,1260,794071.224786,902285.194865,100_77,1263,0,0.0531815624263517,0.00924818091453886,1628015166,0,64632575,0,4.56417264685141e-06
8067,78,100,0.00587724107681,1296,794071.224786,934472.074865,100_78,1180,0,0.0478143085078201,0.00756551776251619,1465541100,0,83857207,0,4.33904242091563e-06
8222,79,100,0.00587724107681,1296,794071.224786,966658.954865,100_79,1222,0,0.027136536480545,0.00210887272588303,831751146,0,380312869.350962,146642,4.1300091412312e-06
8377,80,100,0.00587724107681,1296,794071.224786,998845.834865,100_80,1952,0,0.0206986882116233,0.00303996511857167,634428882,0,905111271.225382,0,3.93609075452035e-06
8532,81,100,0.00587724107681,1296,794071.224786,1031032.71487,100_81,1974,0,0.0175718669468067,0.00321784650608123,538589682,0,958793744.034009,310536,3.75636523314117e-06
8687,82,100,0.00587724107681,1260,794071.224786,1063219.59487,100_82,1504,0,0.0230837780371884,0.00209636176658606,707532894,0,603533760.886719,0,3.59005893076926e-06
8843,83,100,0.00587724107681,1296,794071.224786,1095406.47487,100_83,2097,0,0.0120193205496681,0.00127228651113989,368395236,0,1106395278.83834,0,3.43690874829246e-06
8999,84,100,0.00102494654312,1296,794071.224786,1127593.35487,100_84,1035,0,0.0167788994786016,0,514283796,0,3356154274.89592,0,3.29656253853164e-06
9155,85,100,0.00102494654312,1296,794071.224786,1159780.23487,100_85,1500,0,0.00577247452068311,0,176929812,0,5108776601.05324,0,3.16785073494709e-06
9314,86,100,0.00102494654312,1260,794071.224786,1191967.11487,100_86,2131,0,0.00889368009702196,0,272343060,0,7248952712.22178,0,3.05013850660042e-06
9473,87,100,0.00102494654312,1296,794071.224786,1224153.99487,100_87,1681,0,0.00991462909385588,0,303890130,0,5677279861.32762,0,2.94309152609206e-06
9637,88,100,0.00102494654312,1296,794071.224786,1256340.87487,100_88,2798,0,0.0119757254442475,0,367064136,0,9510295628.01753,0,2.84694047138506e-06
9801,89,100,0.00102494654312,1296,794071.224786,1288527.75487,100_89,1647,0,0.0031467981784529,0,96451506,0,5648464121.82082,0,2.76078823627845e-06
9966,90,100,0.00102494654312,1260,794071.224786,1320714.63487,100_90,2060,0,0.00776027500197634,0,237814326,0,7015919914.18538,0,2.68401513107269e-06
10131,91,100,0.00102494654312,1296,794071.224786,1352901.51487,100_91,2872,0,0.0247123536579964,0,757449144,0,9599537285.87685,0,2.61620060753446e-06
10300,92,100,0.00102494654312,1296,794071.224786,1385088.39487,100_92,3289,0,0.0244621862753273,0,749782008,0,11044505217.8308,0,2.55688409534493e-06
10469,93,100,0.0015462744668,1296,794071.224786,1417275.27487,100_93,4863,0,0.0415954054657377,0,1274874336,0,10594298004.5542,0,2.50622955150803e-06
10639,94,100,0.0015462744668,1260,794071.224786,1449462.15487,100_94,5125,0,0.0506675769198699,0,1552994370,0,11074754712,0,2.46384007780373e-06
10810,95,100,0.0015462744668,1296,794071.224786,1481649.03487,100_95,4951,0,0.0522283378599862,0,1600834104,0,10656482298,0,2.42960539428825e-06
10980,96,100,0.0015462744668,1296,794071.224786,1513835.91487,100_96,5158,0,0.0271747824695875,0,832097232,0,11458632345.9988,0,2.40361520118216e-06
11151,97,100,0.0015462744668,1296,794071.224786,1546022.79487,100_97,4652,0,0.0270297979411826,0,828210420,0,10302227452.9606,0,2.38566578211058e-06
11323,98,100,0.0015462744668,1260,794071.224786,1578209.67487,100_98,4939,0,0.0237178078550962,0,726966954,0,11001404415.5446,0,2.37525413651457e-06
11495,99,100,0.0015462744668,1296,794071.224786,1610396.55487,100_99,5285,0,0.0273622917515324,0,838672866,0,11746944878.7461,0,2.37273173692301e-06
11667,100,101,0.0015462744668,1289,826258.104786,1642583.43487,101_100,2831,0,0.0446007473122295,0,1367039700,0,5394354294,382804577.645196,2.50539819655186e-06
11838,101,101,0.0015462744668,106,826258.104786,1674770.31487,101_101,93,0,0.00640564078556173,0,196337250,0,10865106,88675280,2.51829436748926e-06
12009,102,101,0,0,826258.104786,1706957.19487,101_102,0,32.1869,0.00394065612240703,0,33171012,0,0,0,2.53911019617291e-06
15050,121,101,0,0,826258.104786,2318507.91487,101_121,0,643.738,0.00180143707400972,0,35300772,0,0,0,4.74611457207307e-06
15197,122,101,0,0,826258.104786,2350694.79487,101_122,0,669.76600256144,0,0,0,0,0,0,4.99165012162934e-06
15341,123,101,0,0,826258.104786,2382881.67487,101_123,0,696.309110089391,0,0,0,0,0,0,5.25576986450239e-06
15485,124,101,0,277,826258.104786,2415068.55487,101_124,0,723.310616860454,0.00777132827375692,0,237627972,0,0,295483629.96491,5.53927655880013e-06
15625,125,101,0,516,826258.104786,2447255.43487,101_125,0,750.721062176785,0.0160286058060119,0,490829814,0,0,65169430,5.84320834030729e-06
15765,126,101,0,111,826258.104786,2479442.31487,101_126,0,778.497251756132,0.00110481018023519,0,33863184,0,0,16277261.999943,6.16969521037174e-06
15906,127,101,0,0,826258.104786,2511629.19487,101_127,0,794.95778773599,0,0,0,0,0,0,6.51993196484168e-06
16047,128,101,0,0,826258.104786,2543816.07487,101_128,0,807.243345208054,0.00127713782355333,0,31360716,0,0,0,6.89523575562953e-06
16188,129,101,0,0,826258.104786,2576002.95487,101_129,0,820.608155910298,0.00169846161136178,0,30535434,0,0,0,7.29711670977611e-06
16327,130,101,0,0,826258.104786,2608189.83487,101_130,0,835.000398666689,0.00155951398540653,0,30588678,0,0,0,7.72729931156296e-06
16467,131,101,0,0,826258.104786,2640376.71487,101_131,0,850.367908063198,0.00171535375816196,0,37430532,0,0,0,8.1878097129878e-06
16608,132,101,0,0,826258.104786,2672563.59487,101_132,0,866.658805653788,0,0,0,0,0,0,8.68046850796101e-06
16750,133,101,0,0,826258.104786,2704750.47487,101_133,0,883.822032331136,0,0,0,0,0,0,9.20730929940937e-06
16893,134,101,0,0,826258.104786,2736937.35487,101_134,0,901.807782908226,0,0,0,0,0,0,9.77052282963672e-06
17054,135,101,0,0,826258.104786,2769124.23487,101_135,0,920.567848046509,0.001709720997511,0,52392096,0,0,0,1.03726344818148e-05
17217,136,101,0,0,826258.104786,2801311.11487,101_136,0,940.055871458357,0,0,0,0,0,0,1.1016338461741e-05
17388,137,101,0,0,826258.104786,2833497.99487,101_137,0,960.227531959431,0,0,0,0,0,0,1.17041764821912e-05
17564,138,101,0,0,826258.104786,2865684.87487,101_138,0,981.040660658716,0,0,0,0,0,0,1.24392437530164e-05
17741,139,101,0,0,826258.104786,2897871.75487,101_139,0,1002.45530357303,0.00230663109833604,0,36232542,0,0,0,1.32247700771882e-05
18469,143,101,0,0,826258.104786,3026619.27487,101_143,0,1092.45961225792,0.00475208586527563,0,37057824,0,0,0,1.69441490105757e-05
18654,144,101,0,0,826258.104786,3058806.15487,101_144,0,1115.45140390051,0.00214980729625902,0,36738360,0,0,0,1.8038337375195e-05
18841,145,101,0,0,826258.104786,3090993.03487,101_145,0,1138.88878191671,0.00155859149509332,0,36658494,0,0,0,1.92079953318447e-05
19028,146,101,0,0,826258.104786,3123179.91487,101_146,0,1162.74480164439,0.00109195568540106,0,32159376,0,0,0,2.04581104288943e-05
19218,147,101,0,0,826258.104786,3155366.79487,101_147,0,1186.99422196976,0.00153334526417845,0,46987830,0,0,0,2.17943783987811e-05
19412,148,101,0,0,826258.104786,3187553.67487,101_148,0,1211.61342238,0,0,0,0,0,0,2.32224654139076e-05
19608,149,101,0,0,826258.104786,3219740.55487,101_149,0,1236.58031710696,0,0,0,0,0,0,2.47489627461295e-05
19805,150,101,0,0,826258.104786,3251927.43487,101_150,0,1261.87426833444,0.00196340934739227,0,60165720,0,0,1043746,2.63806649152818e-05
20004,151,101,0,412,826258.104786,3284114.31487,101_151,0,1287.476,0.0139464344345596,0,427442832,0,0,380713448.921345,2.81248546098542e-05
20204,152,101,0,492,826258.104786,3316301.19487,101_152,0,1313.36751335285,0.0282404073900684,0,865587708,0,0,222412784,2.99895067157249e-05
20405,153,101,0,1060,826258.104786,3348488.07487,101_153,0,1339.53200512288,0.0239068520398937,0,732078378,0,0,22414924.5581646,3.19829865679391e-05
20606,154,101,0,1296,826258.104786,3380674.95487,101_154,0,1365.95378890708,0.0179833213033391,0,551181888,0,0,208311551.63519,3.41144305593284e-05
20808,155,101,0,1296,826258.104786,3412861.83487,101_155,0,1392.61822017878,0.01080058054749,0,331044570,0,0,185308483.610262,3.63935370662261e-05
21010,156,101,0,1296,826258.104786,3445048.71487,101_156,0,1419.51162516601,0.00367595178405613,0,112344840,0,0,19647888.4587612,3.88306967027673e-05
21212,157,101,0,1296,826258.104786,3477235.59487,101_157,0,1446.62123372091,0.00349831607964427,0,106354890,0,0,0,4.14371252343949e-05
21406,158,101,0,1260,826258.104786,3509422.47487,101_158,0,1473.93511620633,0.00749190884404264,0,226659708,0,0,0,4.42244932446078e-05
21599,159,101,0,1296,826258.104786,3541609.35487,101_159,0,1501.44212435357,0.00853709099704009,0,236802690,0,0,0,4.72057435503712e-05
21793,160,101,0,1296,826258.104786,3573796.23487,101_160,0,1529.13183599184,0.0144623155943796,0,355643298,0,0,0,5.0394474939934e-05
21982,161,101,0,1296,826258.104786,3605983.11487,101_161,0,1556.99450351226,0.00984771717057534,0,259750854,0,0,0,5.38052607004785e-05
22165,162,101,0,1260,826258.104786,3638169.99487,101_162,0,1585.02100590316,0.001609435386719,0,44778204,0,0,0,5.74538887932147e-05
22349,163,101,0,421,826258.104786,3670356.87487,101_163,0,1613.20280417693,0.00485879364214537,0,138647376,0,0,5917436,6.13572724860296e-05
22533,164,101,0,22,826258.104786,3702543.75487,101_164,0,1641.5319,0.000182545360348888,0,5590620,0,0,0,6.55332769412101e-05
22718,165,101,0,0,826258.104786,3734730.63487,101_165,0,1670.00079733338,0,0,0,0,0,0,7.00013021156988e-05
22898,166,101,0,0,826258.104786,3766917.51487,101_166,0,1698.60246689267,0.000593686390743849,0,17703630,0,0,0,7.47822190338649e-05
23073,167,101,0,0,826258.104786,3799104.39487,101_167,0,1727.33031323971,0.0180863612184009,0,20818404,0,0,0,7.98978779217052e-05
779,19,101,0,478,826258.104786,-964553.845135,101_19,0,1422.06372209642,0.0132045523994188,0.0586676515396334,319810086,66577268.0903584,752488436.044412,239086841.902917,0.000181601505078851
854,20,101,0,1279,826258.104786,-932366.965135,101_20,0,1390.01206162128,0.0110663415930633,0.0522820149583655,339190902,8904276575.35375,1728345453.00665,94101029.3330071,0.000169744894283795
934,21,101,0,1296,826258.104786,-900180.085135,101_21,0,1357.96679866107,0.00549451981145268,0.0180990837545133,168410772,6355058151.24198,1141597986.9627,21641967.3185075,0.000158673791077989
